review_id,image_path,source_image_id,proposed_class,source_question,source_answer,perceptual_group_id,review_status,review_label,review_notes
V2-0300,traffic512final/img_0889.jpg,img_0889.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0810,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0301,traffic512final/img_0890.jpg,img_0890.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0810,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0302,traffic512final/img_0909.jpg,img_0909.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0829,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0303,traffic512final/img_0910.jpg,img_0910.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0830,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0304,traffic512final/img_0934.jpg,img_0934.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0854,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0305,traffic512final/img_0938.jpg,img_0938.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0858,rejected,,Rejected: visually matches a school/children warning rather than pedestrian_crossing_ahead.
V2-0306,traffic512final/img_0943.jpg,img_0943.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0863,approved,,Approved: visually consistent with the proposed class.
V2-0307,traffic512final/img_0946.jpg,img_0946.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0866,approved,,Approved: visually consistent with the proposed class.
V2-0308,traffic512final/img_0950.jpg,img_0950.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0870,approved,,Approved: visually consistent with the proposed class.
V2-0309,traffic512final/img_0953.jpg,img_0953.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0873,approved,,Approved: visually consistent with the proposed class.
V2-0310,traffic512final/img_0963.jpg,img_0963.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0883,approved,,Approved: visually consistent with the proposed class.
V2-0311,traffic512final/img_0964.jpg,img_0964.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0884,approved,,Approved: visually consistent with the proposed class.
V2-0312,traffic512final/img_0973.jpg,img_0973.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0893,approved,,Approved: visually consistent with the proposed class.
V2-0313,traffic512final/img_0976.jpg,img_0976.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0896,approved,,Approved: visually consistent with the proposed class.
V2-0314,traffic512final/img_0982.jpg,img_0982.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0902,approved,,Approved: visually consistent with the proposed class.
V2-0315,traffic512final/img_0984.jpg,img_0984.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0904,approved,,Approved: visually consistent with the proposed class.
V2-0316,traffic512final/img_0985.jpg,img_0985.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0905,rejected,,Rejected: proposed sign is not clearly identifiable enough for a clean benchmark sample.
V2-0317,traffic512final/img_1026.jpg,img_1026.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0946,rejected,,Rejected: proposed sign is not clearly identifiable enough for a clean benchmark sample.
V2-0318,traffic512final/img_1028.jpg,img_1028.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0948,rejected,,Rejected: proposed sign is not clearly identifiable enough for a clean benchmark sample.
V2-0319,traffic512final/img_1047.jpg,img_1047.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0967,rejected,,Rejected: proposed sign is not clearly identifiable enough for a clean benchmark sample.
V2-0320,traffic512final/img_1055.jpg,img_1055.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0974,approved,,Approved: visually consistent with the proposed class.
V2-0321,traffic512final/img_1062.jpg,img_1062.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0981,approved,,Approved: visually consistent with the proposed class.
V2-0322,traffic512final/img_1085.jpg,img_1085.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_1003,approved,,Approved: visually consistent with the proposed class.
V2-0323,traffic512final/img_0087.jpg,img_0087.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0087,approved,,Approved: visually consistent with the proposed class.
V2-0324,traffic512final/img_0088.jpg,img_0088.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0088,approved,,Approved: visually consistent with the proposed class.
V2-0325,traffic512final/img_0141.jpg,img_0141.jpg,right_curve_ahead,What does this traffic sign indicate?,Right bend,group_0141,approved,,Approved: visually consistent with the proposed class.
V2-0326,traffic512final/img_0170.jpg,img_0170.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0170,approved,,Approved: visually consistent with the proposed class.
V2-0327,traffic512final/img_0173.jpg,img_0173.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0173,approved,,Approved: visually consistent with the proposed class.
V2-0328,traffic512final/img_0185.jpg,img_0185.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0182,approved,,Approved: visually consistent with the proposed class.
V2-0329,traffic512final/img_0187.jpg,img_0187.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0184,approved,,Approved: visually consistent with the proposed class.
V2-0330,traffic512final/img_0190.jpg,img_0190.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0184,approved,,Approved: visually consistent with the proposed class.
V2-0331,traffic512final/img_0371.jpg,img_0371.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0361,approved,,Approved: visually consistent with the proposed class.
V2-0332,traffic512final/img_0394.jpg,img_0394.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0361,approved,,Approved: visually consistent with the proposed class.
V2-0333,traffic512final/img_0461.jpg,img_0461.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0395,approved,,Approved: visually consistent with the proposed class.
V2-0334,traffic512final/img_0472.jpg,img_0472.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0406,approved,,Approved: visually consistent with the proposed class.
V2-0335,traffic512final/img_0481.jpg,img_0481.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0415,approved,,Approved: visually consistent with the proposed class.
V2-0336,traffic512final/img_0516.jpg,img_0516.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0450,approved,,Approved: visually consistent with the proposed class.
V2-0337,traffic512final/img_0542.jpg,img_0542.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0476,approved,,Approved: visually consistent with the proposed class.
V2-0338,traffic512final/img_0546.jpg,img_0546.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0480,approved,,Approved: visually consistent with the proposed class.
V2-0339,traffic512final/img_0589.jpg,img_0589.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0523,approved,,Approved: visually consistent with the proposed class.
V2-0340,traffic512final/img_0619.jpg,img_0619.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0553,approved,,Approved: visually consistent with the proposed class.
V2-0341,traffic512final/img_0632.jpg,img_0632.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0566,approved,,Approved: visually consistent with the proposed class.
V2-0342,traffic512final/img_0676.jpg,img_0676.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0610,approved,,Approved: visually consistent with the proposed class.
V2-0343,traffic512final/img_0694.jpg,img_0694.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0628,approved,,Approved: visually consistent with the proposed class.
V2-0344,traffic512final/img_0708.jpg,img_0708.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0642,approved,,Approved: visually consistent with the proposed class.
V2-0345,traffic512final/img_0780.jpg,img_0780.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0703,approved,,Approved: visually consistent with the proposed class.
V2-0346,traffic512final/img_0833.jpg,img_0833.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0756,approved,,Approved: visually consistent with the proposed class.
V2-0347,traffic512final/img_0842.jpg,img_0842.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0765,approved,,Approved: visually consistent with the proposed class.
V2-0348,traffic512final/img_0845.jpg,img_0845.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0768,approved,,Approved: visually consistent with the proposed class.
V2-0349,traffic512final/img_0859.jpg,img_0859.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0782,approved,,Approved: visually consistent with the proposed class.
V2-0350,traffic512final/img_0891.jpg,img_0891.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0811,approved,,Approved: visually consistent with the proposed class.
V2-0351,traffic512final/img_0892.jpg,img_0892.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0812,approved,,Approved: visually consistent with the proposed class.
V2-0352,traffic512final/img_0912.jpg,img_0912.jpg,right_curve_ahead,What does this traffic sign indicate?,Right curve ahead,group_0832,approved,,Approved: visually consistent with the proposed class.
V2-0353,traffic512final/img_0974.jpg,img_0974.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0894,approved,,Approved: visually consistent with the proposed class.
V2-0354,traffic512final/img_1006.jpg,img_1006.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0926,rejected,,Rejected: proposed sign is not clearly identifiable enough for a clean benchmark sample.
V2-0355,traffic512final/img_1036.jpg,img_1036.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0956,rejected,,"Rejected: clear semantic mismatch; image shows a blue mandatory-direction/keep sign, not right_curve_ahead."
V2-0356,traffic512final/img_0018.jpg,img_0018.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0018,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0357,traffic512final/img_0021.jpg,img_0021.jpg,road_hump,What type of obstacle does this traffic sign warn about?,Bump,group_0021,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0358,traffic512final/img_0144.jpg,img_0144.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0144,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0359,traffic512final/img_0152.jpg,img_0152.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0152,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0360,traffic512final/img_0154.jpg,img_0154.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0154,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0361,traffic512final/img_0162.jpg,img_0162.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0162,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0362,traffic512final/img_0201.jpg,img_0201.jpg,road_hump,What does this traffic sign indicate?,Hump,group_0195,rejected,,Symbol appears different from the clean road-hump examples; exclude conservatively.
V2-0363,traffic512final/img_0273.jpg,img_0273.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0267,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0364,traffic512final/img_0280.jpg,img_0280.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0274,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0365,traffic512final/img_0328.jpg,img_0328.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0322,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0366,traffic512final/img_0331.jpg,img_0331.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0325,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0367,traffic512final/img_0347.jpg,img_0347.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0337,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0368,traffic512final/img_0353.jpg,img_0353.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0343,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0369,traffic512final/img_0372.jpg,img_0372.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0362,rejected,,No clearly identifiable road-hump sign visible.
V2-0370,traffic512final/img_0377.jpg,img_0377.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0367,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0371,traffic512final/img_0378.jpg,img_0378.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0368,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0372,traffic512final/img_0382.jpg,img_0382.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0362,rejected,,No clearly identifiable road-hump sign visible.
V2-0373,traffic512final/img_0383.jpg,img_0383.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0367,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0374,traffic512final/img_0387.jpg,img_0387.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0368,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0375,traffic512final/img_0405.jpg,img_0405.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0374,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0376,traffic512final/img_0406.jpg,img_0406.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0343,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0377,traffic512final/img_0420.jpg,img_0420.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0374,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0378,traffic512final/img_0431.jpg,img_0431.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0377,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0379,traffic512final/img_0443.jpg,img_0443.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0377,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0380,traffic512final/img_0495.jpg,img_0495.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0429,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0381,traffic512final/img_0501.jpg,img_0501.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0435,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0382,traffic512final/img_0508.jpg,img_0508.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0442,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0383,traffic512final/img_0534.jpg,img_0534.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0468,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0384,traffic512final/img_0539.jpg,img_0539.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0473,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0385,traffic512final/img_0544.jpg,img_0544.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0478,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0386,traffic512final/img_0545.jpg,img_0545.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0479,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0387,traffic512final/img_0550.jpg,img_0550.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0484,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0388,traffic512final/img_0558.jpg,img_0558.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0492,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0389,traffic512final/img_0562.jpg,img_0562.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0496,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0390,traffic512final/img_0593.jpg,img_0593.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0527,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0391,traffic512final/img_0623.jpg,img_0623.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0557,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0392,traffic512final/img_0660.jpg,img_0660.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0594,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0393,traffic512final/img_0670.jpg,img_0670.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0604,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0394,traffic512final/img_0672.jpg,img_0672.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0606,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0395,traffic512final/img_0685.jpg,img_0685.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0619,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0396,traffic512final/img_0695.jpg,img_0695.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0629,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0397,traffic512final/img_0711.jpg,img_0711.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0645,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0398,traffic512final/img_0789.jpg,img_0789.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0712,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0399,traffic512final/img_0818.jpg,img_0818.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0741,rejected,,No clearly identifiable road-hump sign visible.
V2-0400,traffic512final/img_0836.jpg,img_0836.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0759,rejected,,Road-hump sign is too unclear/oblique for a clean external benchmark.
V2-0401,traffic512final/img_0865.jpg,img_0865.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0788,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0402,traffic512final/img_0866.jpg,img_0866.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0789,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0403,traffic512final/img_0877.jpg,img_0877.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0800,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0404,traffic512final/img_0878.jpg,img_0878.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0801,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0405,traffic512final/img_0887.jpg,img_0887.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0808,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0406,traffic512final/img_0888.jpg,img_0888.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0809,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0407,traffic512final/img_0944.jpg,img_0944.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0864,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0408,traffic512final/img_0951.jpg,img_0951.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0871,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0409,traffic512final/img_1001.jpg,img_1001.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0921,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0410,traffic512final/img_1002.jpg,img_1002.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0922,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0411,traffic512final/img_1038.jpg,img_1038.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0958,rejected,,Image shows toll-plaza information rather than a road-hump sign.
V2-0412,traffic512final/img_1039.jpg,img_1039.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0959,rejected,,Image shows toll-plaza information rather than a road-hump sign.
V2-0413,traffic512final/img_1041.jpg,img_1041.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0961,rejected,,Image shows toll-plaza information rather than a road-hump sign.
V2-0414,traffic512final/img_1066.jpg,img_1066.jpg,road_hump,What does this traffic sign indicate?,Hump/Speed breaker,group_0985,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0415,traffic512final/img_1080.jpg,img_1080.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0998,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0416,traffic512final/img_1081.jpg,img_1081.jpg,road_hump,What does this traffic sign indicate?,Humps/Speed breakers,group_0999,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0417,traffic512final/img_0004.jpg,img_0004.jpg,school_ahead,What does this traffic sign indicate?,School,group_0004,approved,,Approved: visually consistent with the proposed class.
V2-0418,traffic512final/img_0037.jpg,img_0037.jpg,school_ahead,What does this traffic sign indicate?,School,group_0037,approved,,Approved: visually consistent with the proposed class.
V2-0419,traffic512final/img_0130.jpg,img_0130.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0130,rejected,,Rejected: single-running-child symbol is visually inconsistent with the school_ahead/children-ahead sign family.
V2-0420,traffic512final/img_0131.jpg,img_0131.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0131,approved,,Approved: visually consistent with the proposed class.
V2-0421,traffic512final/img_0143.jpg,img_0143.jpg,school_ahead,What does this traffic sign indicate?,School,group_0143,approved,,Approved: visually consistent with the proposed class.
V2-0422,traffic512final/img_0145.jpg,img_0145.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0145,approved,,Approved: visually consistent with the proposed class.
V2-0423,traffic512final/img_0148.jpg,img_0148.jpg,school_ahead,What does this traffic sign indicate?,School,group_0148,approved,,Approved: visually consistent with the proposed class.
V2-0424,traffic512final/img_0150.jpg,img_0150.jpg,school_ahead,What does this traffic sign indicate?,School,group_0150,approved,,Approved: visually consistent with the proposed class.
V2-0425,traffic512final/img_0151.jpg,img_0151.jpg,school_ahead,What does this traffic sign indicate?,School,group_0151,approved,,Approved: visually consistent with the proposed class.
V2-0426,traffic512final/img_0288.jpg,img_0288.jpg,school_ahead,What does this traffic sign indicate?,School,group_0282,approved,,Approved: visually consistent with the proposed class.
V2-0427,traffic512final/img_0315.jpg,img_0315.jpg,school_ahead,What does this traffic sign indicate?,School,group_0309,approved,,Approved: visually consistent with the proposed class.
V2-0428,traffic512final/img_0324.jpg,img_0324.jpg,school_ahead,What does this traffic sign indicate?,School,group_0318,approved,,Approved: visually consistent with the proposed class.
V2-0429,traffic512final/img_0336.jpg,img_0336.jpg,school_ahead,What does this traffic sign indicate?,School,group_0328,approved,,Approved: visually consistent with the proposed class.
V2-0430,traffic512final/img_0337.jpg,img_0337.jpg,school_ahead,What does this traffic sign indicate?,School,group_0328,approved,,Approved: visually consistent with the proposed class.
V2-0431,traffic512final/img_0342.jpg,img_0342.jpg,school_ahead,What does this traffic sign indicate?,School,group_0332,approved,,Approved: visually consistent with the proposed class.
V2-0432,traffic512final/img_0407.jpg,img_0407.jpg,school_ahead,What does this traffic sign indicate?,School,group_0318,approved,,Approved: visually consistent with the proposed class.
V2-0433,traffic512final/img_0415.jpg,img_0415.jpg,school_ahead,What does this traffic sign indicate?,School,group_0328,approved,,Approved: visually consistent with the proposed class.
V2-0434,traffic512final/img_0460.jpg,img_0460.jpg,school_ahead,What does this traffic sign indicate?,School,group_0394,approved,,Approved: visually consistent with the proposed class.
V2-0435,traffic512final/img_0474.jpg,img_0474.jpg,school_ahead,What does this traffic sign indicate?,School,group_0408,approved,,Approved: visually consistent with the proposed class.
V2-0436,traffic512final/img_0551.jpg,img_0551.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0485,rejected,,Rejected: single-running-child symbol is visually inconsistent with the school_ahead/children-ahead sign family.
V2-0437,traffic512final/img_0565.jpg,img_0565.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0499,rejected,,Rejected: single-running-child symbol is visually inconsistent with the school_ahead/children-ahead sign family.
V2-0438,traffic512final/img_0591.jpg,img_0591.jpg,school_ahead,What does this traffic sign indicate?,School,group_0525,approved,,Approved: visually consistent with the proposed class.
V2-0439,traffic512final/img_0613.jpg,img_0613.jpg,school_ahead,What does this traffic sign indicate?,School,group_0547,approved,,Approved: visually consistent with the proposed class.
V2-0440,traffic512final/img_0641.jpg,img_0641.jpg,school_ahead,What does this traffic sign indicate?,School,group_0575,approved,,Approved: visually consistent with the proposed class.
V2-0441,traffic512final/img_0642.jpg,img_0642.jpg,school_ahead,What does this traffic sign indicate?,School,group_0576,approved,,Visually consistent with school_ahead.
V2-0442,traffic512final/img_0679.jpg,img_0679.jpg,school_ahead,What does this traffic sign indicate?,School,group_0613,approved,,Visually consistent with school_ahead.
V2-0443,traffic512final/img_0687.jpg,img_0687.jpg,school_ahead,What does this traffic sign indicate?,School,group_0621,approved,,Visually consistent with school_ahead.
V2-0444,traffic512final/img_0696.jpg,img_0696.jpg,school_ahead,What does this traffic sign indicate?,School,group_0630,approved,,Visually consistent with school_ahead.
V2-0445,traffic512final/img_0705.jpg,img_0705.jpg,school_ahead,What does this traffic sign indicate?,School,group_0639,approved,,Visually consistent with school_ahead.
V2-0446,traffic512final/img_0768.jpg,img_0768.jpg,school_ahead,What does this traffic sign indicate?,School,group_0691,approved,,Visually consistent with school_ahead.
V2-0447,traffic512final/img_0847.jpg,img_0847.jpg,school_ahead,What does this traffic sign indicate?,School,group_0770,approved,,Visually consistent with school_ahead.
V2-0448,traffic512final/img_0860.jpg,img_0860.jpg,school_ahead,What does this traffic sign indicate?,School,group_0783,approved,,Visually consistent with school_ahead.
V2-0449,traffic512final/img_0881.jpg,img_0881.jpg,school_ahead,What does this traffic sign indicate?,School,group_0804,approved,,Visually consistent with school_ahead.
V2-0450,traffic512final/img_0882.jpg,img_0882.jpg,school_ahead,What does this traffic sign indicate?,School,group_0805,approved,,Visually consistent with school_ahead.
V2-0451,traffic512final/img_0901.jpg,img_0901.jpg,school_ahead,What does this traffic sign indicate?,School,group_0821,approved,,Visually consistent with school_ahead.
V2-0452,traffic512final/img_0902.jpg,img_0902.jpg,school_ahead,What does this traffic sign indicate?,School,group_0822,approved,,Visually consistent with school_ahead.
V2-0453,traffic512final/img_0945.jpg,img_0945.jpg,school_ahead,What does this traffic sign indicate?,School,group_0865,approved,,Visually consistent with school_ahead.
V2-0454,traffic512final/img_0947.jpg,img_0947.jpg,school_ahead,What does this traffic sign indicate?,School,group_0867,approved,,Visually consistent with school_ahead.
